id,beds,baths,size,furnish,area_1,area_2,area_3,area_4,area_5,id,description,referral,price,type,rent,postDate
3952,NULL,1,620,No,UAE,Dubai,JVC Jumeirah Village Circle,Hameni Tower,NULL,3952,PRIME LOCATION | PERFECTLY FURNISHED @45K,DV2-JVC3-ARI929,"AED 45,000 /yr",apartment,Yearly,"September 23rd, 2020"
3953,1,2,905,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3953,1 BR flat for rent in coral residence,SEPAPACORIB,"AED 32,000 /yr",apartment,NULL,"September 23rd, 2020"
3954,NULL,1,480,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3954,CHILLER FREE 2BR | FLEXIBLE PAYMENT | BRAND NEW,AZCO-JVC-BB-JW-2BR-7825,"AED 60,000 /yr",apartment,Monthly,"September 23rd, 2020"
3955,1,2,820,No,UAE,Dubai,JVC Jumeirah Village Circle,Sandhurst House,NULL,3955,BEST DEAL! BRAND NEW| FREE MAINTENANCE| BEST QUALITY FINISHING,AZCO-6041-AL-CNT,"AED 66,998 /yr",apartment,Quarterly,"September 23rd, 2020"
3956,2,3,"1,400",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3956,Best Deal | Premium Quality | Classy 1 BHK with Balcony | Close Kitchen | Ready To Move Only 35999,AZCO-7640-WASI-MAN-1BHK,"AED 35,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3957,2,3,"2,677",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3957,LUXURIOUS UNIT| TOP QUALITY FINISHING | MASSIVE LAY-OUT | GRAB NOW 55K,AZCO-JVC-KD-EG-1BR-6700,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3958,1,2,965,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3958,Beautiful 2BHK+Maid | Fully Panoramic  | Huge balcony | High end Finish | Burj Khalifa View | Ready,AZCO-0478-WASI-2BHK-REEF,"AED 69,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3959,NULL,1,430,No,UAE,Dubai,JVC Jumeirah Village Circle,Roxana Residences,NULL,3959,LOOK AT SIZE 2BEDROOM APARTMENT BRAND NEW READY TO MOVE ONLY 62/K,AZCO-4367-KD-2BR-PLZAA,"AED 62,000 /yr",apartment,Biyearly,"September 23rd, 2020"
3960,2,2,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3960,"BEST DEAL| AWESOME BUILDING| LIFESTYLE YOU DESERVE| MUST VIEW, MUST RENT",AZCO-JVC-AN-DV1-STD-0389,"AED 24,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3961,1,2,950,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,3961,Fully Upgraded | Sea Views | Exclusive,dub_DUB208115_L,"AED 130,000 /yr",apartment,NULL,"September 23rd, 2020"
3962,2,4,"1,570",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,3962,LUXURIOUSLY DESIGNED INTERIORS @95K-4CHQS | UNFURNISHED 2BED,PAR-DIFC1-ZUB667,"AED 95,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3963,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 18,NULL,3963,"12CHQS-NO COMMI | 3,750/MONTH INCL CLEANING MAINTENANCE | FULLY FURNISHED",HAN-JVC30-923,"AED 45,000 /yr",apartment,Monthly,"September 23rd, 2020"
3964,NULL,1,490,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 17,NULL,3964,6 CHQs I 1 Bedroom apartment with Big Size closed Kitchen I Gym I Pool,AFtab-32k,"AED 32,000 /yr",apartment,Quarterly,"September 18th, 2020"
3965,NULL,1,480,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 17,NULL,3965,Close to pond park | Free move | Rent online,1592991280,"AED 31,500 /yr",apartment,Monthly,"September 23rd, 2020"
3966,1,2,780,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,3966,Terrace | Maids room | Flexible payments,1598436572,"AED 125,000 /yr",apartment,Monthly,"September 23rd, 2020"
3967,1,2,850,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,3967,BEAUTIFUL 1 BHK READY TO MOVE FITTED KITCHEN CALL FOR MORE INFO 45K,azco-3240-AKUSALF,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3968,NULL,1,470,Yes,UAE,Dubai,Arjan,Resortz by Danube,NULL,3968,1 MONTH FREE | PRIME LOCATION | CALL NOW,AZCO-JVC-AW-UNI-1BR-3662,"AED 34,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3969,2,3,"1,483",Yes,UAE,Dubai,Downtown Dubai,The Residences,NULL,3969,Luxury Finishing | 2 Spacious Bedroom | Limited Units,AZCO-MKK-RIVIERA-2BR-5934,"AED 66,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3970,1,2,"1,100",No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,3970,A Fitted Kitchen 1BHK Apartment and Awesome Deal in JVC I Call Now,AZCO-2017-WASI-1BR,"AED 44,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3971,2,3,"1,279",Yes,UAE,Dubai,Downtown Dubai,NULL,NULL,3971,2 BR W/ MAIDS ROOM | 1 MONTH FREE | HOT OFFER!,AZCO-JVC-AL-SH-2BR-4067,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3972,NULL,1,480,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 17,NULL,3972,Live in Beautiful 2 Bedroom apartment with Fully Closed Kitchen | Jvc,Azco-OS-3923-2b-rose10,"AED 59,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3973,NULL,1,480,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 17,NULL,3973,Luxurious Fully Furnished 1BHK with Balcony | Nice Quality | Modern Facility | Grab keys @65K/12 Che,AZCO-5238-HR-DUNE(1F),"AED 64,999 /yr",apartment,Monthly,"September 23rd, 2020"
3974,NULL,1,480,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 17,NULL,3974,Awesome Offer |Quality Living | Spacious  1BHK with Balcony,AZCO-JVC-AM-DN-1BR-8599,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3975,NULL,1,480,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 17,NULL,3975,BEST DEAL! EXCELLENT COMMUNITY| BRAND NEW| FREE MAINTENANCE NO SEPARATE CHILLER,AZCO-9770-AL-RXO,"AED 44,998 /yr",apartment,Quarterly,"September 23rd, 2020"
3976,NULL,1,480,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 17,NULL,3976,FULLY FURNISHED STUDIO | FULLY PANORAMIC VIEW | HIGH END FINISHED | READY TO MOVE IN  34k,AZCO-8233-WASI-REEF-STD,"AED 33,999 /yr",apartment,Yearly,"September 23rd, 2020"
3977,3,3,"1,800",No,UAE,Dubai,Al Qusais,Al Qusais 1,NULL,3977,AMAZING DEAL | BRAND NEW | CHILLER FREE,AZCO-JVC-AR-JW-2BR-7852,"AED 60,000 /yr",apartment,Monthly,"September 23rd, 2020"
3978,2,3,"1,450",No,UAE,Dubai,Al Qusais,Al Qusais 1,NULL,3978,Huge Size with Pool View | Most Luxury and Panoramic Studio Apartment | Live Beautiful Life Here,AZCO-6309-HR-HMNI(S),"AED 38,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3979,2,4,"1,600",No,UAE,Dubai,Al Qusais,Al Qusais 1,NULL,3979,Most Beautiful 1BHK | Balcony |High End Finish | All Luxury Amenities Just Now AED 48000,AZCO-4872-WASI-ALCOVE-1BHK,"AED 48,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3980,2,4,"1,600",No,UAE,Dubai,Al Qusais,Al Qusais 1,NULL,3980,Spacious Studio with Balcony Free Maintenance Upto Six Cheques,AZCO-4054-STD-HS,"AED 28,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3981,1,1,"1,000",No,UAE,Dubai,Al Qusais,Al Qusais 1,NULL,3981,Massive 1 Bedroom | Huge Balcony | High End Finishing,AZCO-JVC-AS-SHH-1BR-9029,"AED 45,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3982,1,2,"1,000",No,UAE,Dubai,Al Qusais,Al Qusais 1,NULL,3982,12 Cheques Offer: High End Finishing 2BHK Pool View Fitted Kitchen .,AZCO-4054-AS-2B-OXF11,"AED 65,000 /yr",apartment,Monthly,"September 23rd, 2020"
3983,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,Tuscan Residences,NULL,3983,DUPLEX SPACIOUS 2BHK APARTMENT WITH MAID |READY TO MOVE IN 72/K,AZCO-JVC-KD-PR-2BR-1163,"AED 71,999 /yr",apartment,Quarterly,"September 23rd, 2020"
3984,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,Tuscan Residences,NULL,3984,FRONT VIEW| MASSIVE TERRACE | BEST UNIT IN THE BUILDING|READY TO MOVE IN,AZCO-2504-AS-LGC-1B13,"AED 47,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3985,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,Tuscan Residences,NULL,3985,BEST QUALITY| BIG BALCONY| HUGE WARDROBE| SPACIOUS UNIT,AZCO-4221-AN-RXANA,"AED 27,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3986,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,Tuscan Residences,NULL,3986,BEAUTIFUL READY TO MOVE  2BHK  CAPTIVATING FINISHING| COZY LIVING | CALL NOW,azco-jvc-aku-r10-2br-5529,"AED 58,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3987,NULL,1,500,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3987,POOL VIEW | CORNER UNIT| 2 SEPARATE BALCONIES| CHECK THIS NOW,AZCO-9687-AS-PLZ-1BPV,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3988,1,2,850,No,UAE,Dubai,JVC Jumeirah Village Circle,Tuscan Residences,NULL,3988,MOST LUXURIOUS 2BHK MAID | FITTED KITCHEN | READY TO MOVE CALL FOR MORE INFO 80K,azco-1955-aku-slbt,"AED 80,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3989,NULL,1,550,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3989,FAMILY-SIZED 1 BED APT @43K / PERFECT BALCONY SPACE AND VIEW,SYD-JVC4-JAY,"AED 43,000 /yr",apartment,Yearly,"September 23rd, 2020"
3990,NULL,1,550,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,3990,PAY 6CHQS | COMPLETELY FURNISHED STUDIO  | ITALIAN-INSPIRED HOME,MIL-JVC1-JUN923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3991,1,2,"1,142",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3991,FULLY FURNISHED STUDIO  | SPACIOUS LAYOUT,MIL-JVC2-923,"AED 28,000 /yr",apartment,Yearly,"September 23rd, 2020"
3992,1,2,"1,142",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3992,PAY 2CHQS | LARGE 1BR,SEA-JVC2-SHAKEEL,"AED 26,999 /yr",apartment,Biyearly,"September 23rd, 2020"
3993,1,2,"1,142",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,3993,1BR W/ Balcony | Stunning Full Lake View,ZPR-1299675,"AED 50,000 /yr",apartment,Quarterly,"September 23rd, 2020"
3994,3,4,"2,257",No,UAE,Dubai,NSHAMA Town Square,Zahra Breeze Apartments,NULL,3994,Fully Furnished|Brand New| Ready to Move,678-Ap-R-1395,"AED 28,000 /yr",apartment,NULL,"September 22nd, 2020"
3995,3,4,"2,159",Yes,UAE,Dubai,Dubai Marina,The Waves,NULL,3995,Amazing Deal | 2 Bedroom | Full Burj Khalifa  Fountain View | Fully Furnished | The Residences,1173-Ap-R-1478,"AED 140,000 /yr",apartment,Yearly,"September 23rd, 2020"
3996,NULL,1,596,No,UAE,Dubai,Majan,Madison Residences,NULL,3996,Chiller free @ Tecom Al Barsha Heights | 1 BR Apartment | Close to Metro Station 40k,AR 102 89U,"AED 40,000 /yr",apartment,Yearly,"September 23rd, 2020"
3997,1,2,800,No,UAE,Dubai,Al Barsha,Al Barsha 1,NULL,3997,All Inclusive Bills | High Floor |Luxury Furnished,LC-R-12952,"AED 140,000 /yr",apartment,NULL,"September 23rd, 2020"
3998,2,3,"1,104",No,UAE,Dubai,Bur Dubai,NULL,NULL,3998,COMPLETELY FURNISHED STD | INVITING AMBIANCE,MIL-JVC3-923,"AED 28,000 /yr",apartment,Yearly,"September 23rd, 2020"
3999,2,2,"1,316",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,3999,SPACIOUSLY MADE STUDIO | LUXURIOUSLY FURNISHED,MIL-JVC6-HAS923,"AED 28,000 /yr",apartment,Yearly,"September 23rd, 2020"
4000,1,2,754,No,UAE,Dubai,Dubai Marina,Marina Diamond,NULL,4000,ITALIAN-INSPIRED FURNISHES STUDIO @28K,MIL-JVC5-HAS923,"AED 28,000 /yr",apartment,Yearly,"September 23rd, 2020"
4001,3,3,"1,890",No,UAE,Dubai,Bur Dubai,NULL,NULL,4001,PAY 6CHQS | ELEGANT ITALIAN FURNISHED STUDIO,MIL-JVC-923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4002,NULL,1,420,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4002,PAY 6CHQS | ELEGANTLY FURNISHED STUDIO,MIL-JVC-JUN923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4003,2,2,"1,377",Yes,UAE,Dubai,Dubai Marina,Emerald Residence,NULL,4003,"NEAR METRO: NO COMMISSION: 2 MONTHS FREE: SPACIOUS 3 BHK WITH 3 BATHS,BALCONY,WARDROBES,GYM,POOL,PAR",AHMED RANA 60K  QNH,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4004,1,2,850,Yes,UAE,Dubai,Dubai Sports City,Victory Heights,NULL,4004,"NEAR DUBAI GRAND HOTEL: HUGE 2 BHK WITH BOTH MASTER ROOM,HUGE KITCHEN,CENTRAL GAS,WARDROBES,BALCONY,",AHMED RANA 50K  QFSA,"AED 50,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4005,NULL,1,602,No,UAE,Dubai,Dubai Sports City,The Matrix Tower,NULL,4005,"NEAR DFZA: BRAND NEW OPENING HUGEST 2 BHK EVER WITH BIG MAIDS ROOM,4 BATHS,HUGE KITCHEN,CENTRAL GAS,",AHMED RANA 65K    QFN,"AED 65,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4006,2,3,"1,450",No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4006,"VERY CLOSE TO METRO: CHILLER FREE: 1 MONTH FREE: HUGEST 2 BHK EVER WITH BIG MAIDS ROOM,4 BATHS,LAUND",AHMED RANA   60K  QN ,"AED 60,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4007,3,3,"1,430",No,UAE,Dubai,NSHAMA Town Square,Zahra Breeze Apartments,NULL,4007,"GOLDEN OFFER: NEAR DUBAI GRAND HOTEL: CHILLER FREE : HUGEST 1 BHK WITH BALCONY,CLOSE KITCHEN,WARDROB",AHMED RANA 33K    QF,"AED 33,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4008,2,3,"1,450",No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4008,"NEAR DFZA METRO:5 MINS WALK:HUGEST 1 BHK EVER WITH 2 FULL BATHS,BALCONY,WARDROBE,GYM,POOL,PARKING,35",AHMED RANA 35K QFJ,"AED 35,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4009,2,3,"1,450",No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4009,PAY 4CHQS | LARGELY MADE 1BR @30K,TUS-JVC4-HAI923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4010,1,1,616,No,UAE,Dubai,Dubai Production City (IMPZ),Qasr Sabah,NULL,4010,PAY 4CHQS | PERFECTLY MASSIVE @30K,TUS-JVC3-HAI923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4011,1,2,"1,000",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4011,PAY 4CHQS | PRIME LOCATION | 1BR @30K,TUS-JVC2-HAI923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4012,1,2,674,No,UAE,Dubai,Dubai Studio City,Glitz 2,NULL,4012,PAY 4CHQS | UNIQUELY MADE 1BR @30K,TUS-JVC1-HAI923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4013,1,1,800,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4013,1month Free Elegant Studio Only 34K Close to BurJaman/Fahidi Metro,Junaid JB_03  ,"AED 34,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4014,1,2,800,No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4014,PAY 4CHQS | MASSIVE 1BR @30K,TUS-JVC-HAI923,"AED 30,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4015,1,2,"1,000",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4015,1month Free HuGe Size Studio Only 36K Close to BurJaman/Fahidi Metro,Junaid JB_02  ,"AED 36,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4016,3,4,"1,600",No,UAE,Dubai,Dubai Sports City,Global Golf Residence,NULL,4016,1month + Chiller A.c Free Spacious Studio with Balcony Close to Metro,Junaid JB_05,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4017,1,2,900,Yes,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4017,PAY 2CHQS | SPACIOUS 1BR | BALCONY @40K,TUS-1B1-ASI199,"AED 40,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4018,1,2,"1,000",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4018,PAY 2CHQS | LARGE 1BR | WITH BALCONY,TUS-1B-ASI199,"AED 40,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4019,NULL,1,420,No,UAE,Dubai,JLT Jumeirah Lake Towers,Lake Elucio,NULL,4019,PAY 2CHQS | MASSIVE 1BR WITH BALCONY,TUS-1B2-ASI199,"AED 40,000 /yr",apartment,Biyearly,"September 23rd, 2020"
4020,1,2,950,No,UAE,Dubai,Dubai Marina,Sulafa Tower,NULL,4020,1MTH FREE | MASSIVE 3BED LAYOUT | BALCONY,ZAH-TSQUARE11-FAH923,"AED 78,000 /yr",apartment,Yearly,"September 23rd, 2020"
4021,NULL,1,596,Yes,UAE,Dubai,Dubai Sports City,Ice Hockey Tower,NULL,4021,CHILLER FREE | COMPLETELY FURNISHED @125K | MARINA VIEW,WAV-JVC2-SAME923,"AED 125,000 /yr",apartment,Yearly,"September 23rd, 2020"
4022,2,2,"1,452",No,UAE,Dubai,Downtown Dubai,The Residences,NULL,4022,PAY 4CHQS | STD @24K,MAD-MAJAN1-SAME923,"AED 24,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4023,1,2,700,No,UAE,Dubai,Barsha Heights (Tecom),NULL,NULL,4023,NEW Spacious 1BHK  Near Mall of Emirates Al Barsha,1377-Ap-R-0362,"AED 36,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4024,1,1,"1,285",No,UAE,Dubai,Dubai Production City (IMPZ),NULL,NULL,4024,ZERO Commission! | 1 Month FREE!,1161-Ap-R-0400,"AED 73,000 /yr",apartment,NULL,"September 23rd, 2020"
4025,2,3,"1,400",Yes,UAE,Dubai,Arjan,The Wings,NULL,4025,No Deposit! Brand New 2 Bed! 12 Payment option!,1410-Ap-R-0102,"AED 52,000 /yr",apartment,Monthly,"September 19th, 2020"
4026,1,2,769,No,UAE,Dubai,Dubai Silicon Oasis,Axis Residence 2,NULL,4026,FULL UPGRADED 1BR @48K,DIA4-MARINA-IRF923,"AED 48,000 /yr",apartment,Yearly,"September 23rd, 2020"
4027,1,2,"1,041",No,UAE,Dubai,Downtown Dubai,The Old Town Island,NULL,4027,Burdubai | ZERO Commission! | 1 Month FREE!,1161-Ap-R-0427,"AED 97,000 /yr",apartment,NULL,"September 23rd, 2020"
4028,1,2,950,No,UAE,Dubai,Dubai Marina,Sulafa Tower,NULL,4028,PAY 4CHQS | CHEAPEST LUXURY @28K,DUB1-JLT1-SAME923,"AED 28,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4029,1,2,736,No,UAE,Dubai,Business Bay,Executive Bay,NULL,4029,PAY 4CHQS | SEMI-FURNISHED | POOL VIEW @75K,EME-MARINA2-SAME923,"AED 75,000 /yr",apartment,Yearly,"September 23rd, 2020"
4030,NULL,1,450,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4030,FULLY FURNISHED 1BED @6K/MTH | SERVICE INCLUDING ALL THE BILLS,THS-SPORTS8-ALL923,"AED 72,000 /yr",apartment,Yearly,"September 23rd, 2020"
4031,1,2,"1,200",No,UAE,Dubai,Al Furjan,NULL,NULL,4031,PAY 4CHQS | MODERN FURNITURE AND APPLIANCES,MAT-SPORTS13-ALLWYN,"AED 31,600 /yr",apartment,Quarterly,"September 23rd, 2020"
4032,1,2,"1,200",No,UAE,Dubai,Al Furjan,NULL,NULL,4032,JLT AREA | MASSIVE 2BR WITH BALCONY @78K,O2-JLT-SAME923,"AED 78,000 /yr",apartment,Yearly,"September 23rd, 2020"
4033,1,2,"1,012",No,UAE,Dubai,Al Furjan,Azizi Iris,NULL,4033,1MTH FREE | 3BR WITH TERRACE | PRIME LOCATION,ZAH-TSQUARE12-FAH923,"AED 78,000 /yr",apartment,Yearly,"September 23rd, 2020"
4034,NULL,1,450,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4034,UNIQUE 2BR LAYOUT @78K | WITH BALCONY,O2-JLT1-SAME923,"AED 78,000 /yr",apartment,Yearly,"September 23rd, 2020"
4035,NULL,1,450,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 12,NULL,4035,FULL PARK VIEW | SPACIOUS 2BR @78K,O2-JLT2-SAME923,"AED 78,000 /yr",apartment,Yearly,"September 23rd, 2020"
4036,NULL,1,450,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4036,PAY 4CHQS | 1BR  WITH BALCONY  @26K,QS-IMPZ2-SAME923,"AED 26,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4037,3,3,"1,800",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4037,1month Free Semi Furnished 1BHK Close to BurJaman Metro,Junaid JB_013 ,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4038,2,3,"1,500",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4038,PAY 4CHQS | 1BR WITH BALCONY | FITTED KITCHEN @36K,GLI2-STDC2-SAME923,"AED 36,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4039,2,2,"1,400",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4039,Cheapest Offer 1BHK with Balcony In Al-Hamriya Close to Metro,Junaid JB_020,"AED 38,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4040,2,2,"1,350",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4040,Splendid Offer 1BHK with 2-Bath Only 38K Close to Fahidi Metro,Junaid JB_016,"AED 38,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4041,2,3,"1,400",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4041,Amazing Offer Chiller A.c Free 1BHK with Balcony Close to BurJaman Metro,Junaid JB_012 ,"AED 50,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4042,2,3,"1,650",No,UAE,Dubai,Bur Dubai,Al Mankhool,NULL,4042,PAY 4CHQS | BALCONY | 3BR-DUPLEX @63K,GLO-SPORTS11-923,"AED 63,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4043,1,2,885,No,UAE,Dubai,JVC Jumeirah Village Circle,Flamingo Building,NULL,4043,Fully Furnished 1BHK with Balcony Close to BurJaman/Fahidi Metro,Junaid JB_010,"AED 48,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4044,1,2,950,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4044,2month + Chiller A.c Free Amazing 1BHK Close to BurJaman/Fahidi Metro,Junaid JB_011 ,"AED 55,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4045,1,2,917,No,UAE,Dubai,JVC Jumeirah Village Circle,Hameni Tower,NULL,4045,PAY 4CHQS | SPACIOUS STD @28K,DUB1-JLT-SAME923,"AED 28,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4046,1,2,885,No,UAE,Dubai,JVC Jumeirah Village Circle,Flamingo Building,NULL,4046,PAY 4CHQS | CHILLER FREE | 1BR WITH COMMUNITY VIEW @40K,SUL-MARINA2-SAME923,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4047,1,2,900,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4047,PAY 4CHQS | NO COMMISSION | STD | FULLY FURNISHED,ICE-SPORTS2-SAR,"AED 33,000 /yr",apartment,Yearly,"September 23rd, 2020"
4048,2,3,"1,500",No,UAE,Dubai,JVC Jumeirah Village Circle,Roxana Residences,NULL,4048,Burj  Fountain view|2-BR in Burj Residence 1,BRJ-R-5253,"AED 95,000 /yr",apartment,Yearly,"September 23rd, 2020"
4049,NULL,1,550,Yes,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 13,NULL,4049,Stunningly Affordable 1 Br Closest to Intercity Metro Station,1240-Ap-R-0288,"AED 36,000 /yr",apartment,NULL,"September 23rd, 2020"
4050,2,2,"1,250",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 11,NULL,4050,Affordable Price | 1 BHK | Great View |,A1756760,"AED 36,000 /yr",apartment,Yearly,"September 23rd, 2020"
4051,2,3,"1,485",No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 15,NULL,4051,FULLY FURNISHED | ALL BILLS INCLUDED | BREAUTIFUL 2BHK | CHECK NOW!,AZCO-ARJAN-KBR-W-2BR-4330,"AED 89,999 /yr",apartment,Quarterly,"September 23rd, 2020"
4052,1,2,830,No,UAE,Dubai,JVC Jumeirah Village Circle,JVC District 10,NULL,4052,Well Maintained  Bright 1 BR Silicon Oasis Axis 2,1463-Ap-R-0194,"AED 30,999 /yr",apartment,NULL,"September 23rd, 2020"
4053,1,1,840,No,UAE,Dubai,Downtown Dubai,Standpoint Towers,NULL,4053,Chiller Free | Spacious | Lake + Mall Views,bsl_BSA203712_L,"AED 90,000 /yr",apartment,NULL,"September 16th, 2020"
4054,2,4,"1,500",No,UAE,Dubai,Dubai Land,Dubai Residence Complex,NULL,4054,PAY 4CHQS | CHILLER FREE | SPACIOUS 1BR @40K,SUL-MARINA-SAME923,"AED 40,000 /yr",apartment,Quarterly,"September 23rd, 2020"
4055,1,2,837,Yes,UAE,Dubai,DAMAC Hills (Akoya by DAMAC),Golf Panorama,NULL,4055,MASSIVE 1BR | BALCONY,EXE-BBAY1-AFT923,"AED 49,999 /yr",apartment,Yearly,"September 23rd, 2020"
